frame SyncTime CallbackTime CopyTime ReconTime VisTime UsleepTime
483 24.5968 1.55357 4.19072 4.10728 0.00729 0
484 22.9243 1.37444 4.0104 3.94846 0.005642 0
485 24.2433 1.46222 4.16751 5.36203 0.009598 0
486 22.858 1.70732 4.1542 4.23696 0.007998 0
487 22.2652 1.37485 4.86393 4.51814 0.006996 0
488 22.4323 1.40481 4.53269 4.42687 0.00808 0
489 23.157 1.85588 4.18139 4.10969 0.006742 0
490 8.76239 1.46615 4.89229 7.96623 0.00683 0
491 18.5018 1.45094 4.11424 6.77882 0.010508 0
492 27.4756 1.67003 7.70962 4.44294 0.008202 0
493 13.7051 1.39921 6.27216 7.81295 0.006616 0
494 17.3788 1.44149 7.16916 6.7926 0.005767 0
495 31.5189 1.52139 4.16865 3.88248 0.008134 0
496 24.0623 1.47709 4.15358 4.69081 0.007829 0
497 23.9174 1.74459 4.40795 4.87565 0.008392 0
498 21.9541 1.4517 5.01678 4.17386 0.008282 0
499 22.4403 1.38835 4.91368 4.15701 0.006835 0
